D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_46_795.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_46_795.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_46_795.jpg,0,1,0,9.533476
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_46_861.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_46_861.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_46_861.jpg,0,1,0,10.19915
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_46_930.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_46_930.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_46_930.jpg,0,1,0,11.08229
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_002.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_002.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_002.jpg,0,1,0,11.57314
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_075.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_075.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_075.jpg,0,1,0,12.55041
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_143.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_143.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_143.jpg,0,1,0,13.10902
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_216.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_216.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_216.jpg,0,1,0,14.11967
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_290.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_290.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_290.jpg,-0.2,1,0,15.03084
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_359.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_359.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_359.jpg,0,1,0,15.5055
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_431.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_431.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_431.jpg,0,1,0,16.37913
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_502.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_502.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_502.jpg,0,1,0,17.04708
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_575.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_575.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_575.jpg,0,1,0,17.87474
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_645.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_645.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_645.jpg,0,1,0,18.48855
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_718.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_718.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_718.jpg,0,1,0,19.31141
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_790.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_790.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_790.jpg,0,1,0,20.12616
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_861.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_861.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_861.jpg,0,1,0,20.73368
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_47_932.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_47_932.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_47_932.jpg,0,1,0,21.53587
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_005.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_005.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_005.jpg,-0.05,1,0,22.13051
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_077.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_077.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_077.jpg,-0.25,1,0,22.89026
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_152.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_152.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_152.jpg,0,1,0,23.67056
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_224.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_224.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_224.jpg,0,1,0,24.25271
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_299.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_299.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_299.jpg,0,1,0,25.02493
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_374.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_374.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_374.jpg,-0.2,1,0,25.77498
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_449.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_449.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_449.jpg,-0.4,1,0,26.4535
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_523.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_523.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_523.jpg,-0.5500001,1,0,26.90344
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_590.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_590.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_590.jpg,0,1,0,27.56999
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_659.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_659.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_659.jpg,0,1,0,28.11757
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_733.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_733.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_733.jpg,0,1,0,28.85494
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_807.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_807.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_807.jpg,0,1,0,29.40626
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_880.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_880.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_880.jpg,0,1,0,30.13684
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_48_948.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_48_948.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_48_948.jpg,0.15,1,0,30.18344
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_022.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_022.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_022.jpg,0,1,0,30.19123
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_098.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_098.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_098.jpg,0,1,0,30.19021
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_166.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_166.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_166.jpg,0,1,0,30.19023
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_234.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_234.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_234.jpg,0,1,0,30.19029
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_304.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_304.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_304.jpg,0,1,0,30.19028
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_372.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_372.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_372.jpg,-0.1,1,0,30.1875
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_441.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_441.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_441.jpg,0,1,0,30.19098
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_515.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_515.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_515.jpg,0,1,0,30.19029
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_589.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_589.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_589.jpg,0,1,0,30.19028
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_663.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_663.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_663.jpg,0,0.9248587,0,30.1903
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_737.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_737.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_737.jpg,0,0.7076758,0,30.12556
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_803.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_803.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_803.jpg,0,0.5074722,0,30.08251
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_876.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_876.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_876.jpg,-0.2,0.2851125,0,30.00629
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_49_943.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_49_943.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_49_943.jpg,-0.35,0.08796062,0,29.90786
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_017.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_017.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_017.jpg,0,0,0,29.64575
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_086.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_086.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_086.jpg,0,0,0,29.46381
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_157.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_157.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_157.jpg,0,0,0,29.22571
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_230.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_230.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_230.jpg,0,0,0,28.99043
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_298.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_298.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_298.jpg,0,0,0,28.81537
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_371.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_371.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_371.jpg,0,0,0,28.58365
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_439.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_439.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_439.jpg,0,0,0,28.41108
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_508.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_508.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_508.jpg,0,0,0,28.18261
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_577.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_577.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_577.jpg,-0.05,0,0,28.01191
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_650.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_650.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_650.jpg,-0.25,0,0,27.75425
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_718.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_718.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_718.jpg,0,0,0,27.56352
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_787.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_787.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_787.jpg,0,0,0,27.3947
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_858.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_858.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_858.jpg,-0.05,0,0,27.17372
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_928.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_928.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_928.jpg,-0.25,0,0,26.92902
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_50_998.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_50_998.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_50_998.jpg,-0.4,0,0,26.69839
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_51_072.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_51_072.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_51_072.jpg,0,0,0,26.39608
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_51_145.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_51_145.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_51_145.jpg,0,0,0,26.22737
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_51_218.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_51_218.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_51_218.jpg,0,0,0,26.0131
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_51_293.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_51_293.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_51_293.jpg,-0.05,0,0,25.80307
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_51_366.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_51_366.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_51_366.jpg,0,0,0,25.64573
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_51_439.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_51_439.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_51_439.jpg,0,0,0,25.43927
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_51_512.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_51_512.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_51_512.jpg,0,0,0,25.23462
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_51_586.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_51_586.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_51_586.jpg,0,0,0,25.08235
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_51_655.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_51_655.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_51_655.jpg,-0.05,0,0,24.88013
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_51_729.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_51_729.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_51_729.jpg,-0.25,0,0,24.64949
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_51_803.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_51_803.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_51_803.jpg,-0.4,0.1728351,0,24.47828
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_51_871.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_51_871.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_51_871.jpg,-0.6000001,0.09947732,0,24.30771
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_51_937.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_51_937.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_51_937.jpg,-0.7500002,0,0,24.01731
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_52_011.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_52_011.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_52_011.jpg,-0.9500002,0,0,23.54048
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_52_085.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_52_085.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_52_085.jpg,-1,0,0,23.17714
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_52_159.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_52_159.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_52_159.jpg,-1,0,0,22.79835
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_52_234.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_52_234.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_52_234.jpg,0,0,0,22.52575
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_52_308.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_52_308.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_52_308.jpg,0,0,0,22.22161
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_52_382.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_52_382.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_52_382.jpg,0.1,0,0,21.89588
D:\P\self_driving_car\CNN_approach\Data\IMG\center_2023_03_25_10_43_52_454.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\left_2023_03_25_10_43_52_454.jpg,D:\P\self_driving_car\CNN_approach\Data\IMG\right_2023_03_25_10_43_52_454.jpg,0.3,0,0,21.57126
